idx,filename,abs_path,class_id,class_name,split,common_name
21,image_00021.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00021.jpg,77,class_077,test,passion flower
22,image_00022.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00022.jpg,77,class_077,test,passion flower
23,image_00023.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00023.jpg,77,class_077,val,passion flower
24,image_00024.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00024.jpg,77,class_077,test,passion flower
25,image_00025.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00025.jpg,77,class_077,test,passion flower
26,image_00026.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00026.jpg,77,class_077,test,passion flower
27,image_00027.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00027.jpg,77,class_077,test,passion flower
28,image_00028.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00028.jpg,77,class_077,train,passion flower
29,image_00029.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00029.jpg,77,class_077,test,passion flower
30,image_00030.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00030.jpg,77,class_077,test,passion flower
31,image_00031.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00031.jpg,77,class_077,test,passion flower
32,image_00032.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00032.jpg,77,class_077,test,passion flower
33,image_00033.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00033.jpg,77,class_077,test,passion flower
34,image_00034.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00034.jpg,77,class_077,test,passion flower
35,image_00035.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00035.jpg,77,class_077,test,passion flower
36,image_00036.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00036.jpg,77,class_077,train,passion flower
37,image_00037.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00037.jpg,77,class_077,test,passion flower
38,image_00038.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00038.jpg,77,class_077,val,passion flower
39,image_00039.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00039.jpg,77,class_077,test,passion flower
40,image_00040.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00040.jpg,77,class_077,test,passion flower
41,image_00041.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00041.jpg,77,class_077,test,passion flower
42,image_00042.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00042.jpg,77,class_077,test,passion flower
43,image_00043.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00043.jpg,77,class_077,test,passion flower
44,image_00044.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00044.jpg,77,class_077,test,passion flower
45,image_00045.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00045.jpg,77,class_077,test,passion flower
46,image_00046.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00046.jpg,77,class_077,test,passion flower
47,image_00047.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00047.jpg,77,class_077,test,passion flower
48,image_00048.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00048.jpg,77,class_077,test,passion flower
49,image_00049.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00049.jpg,77,class_077,test,passion flower
50,image_00050.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00050.jpg,77,class_077,test,passion flower
51,image_00051.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00051.jpg,77,class_077,test,passion flower
52,image_00052.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00052.jpg,77,class_077,test,passion flower
53,image_00053.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00053.jpg,77,class_077,test,passion flower
54,image_00054.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00054.jpg,77,class_077,test,passion flower
55,image_00055.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00055.jpg,77,class_077,val,passion flower
56,image_00056.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00056.jpg,77,class_077,test,passion flower
57,image_00057.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00057.jpg,77,class_077,test,passion flower
58,image_00058.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00058.jpg,77,class_077,test,passion flower
59,image_00059.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00059.jpg,77,class_077,test,passion flower
60,image_00060.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00060.jpg,77,class_077,test,passion flower
61,image_00061.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00061.jpg,77,class_077,test,passion flower
62,image_00062.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00062.jpg,77,class_077,test,passion flower
63,image_00063.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00063.jpg,77,class_077,test,passion flower
64,image_00064.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00064.jpg,77,class_077,test,passion flower
65,image_00065.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00065.jpg,77,class_077,test,passion flower
66,image_00066.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00066.jpg,77,class_077,test,passion flower
67,image_00067.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00067.jpg,77,class_077,test,passion flower
68,image_00068.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00068.jpg,77,class_077,test,passion flower
69,image_00069.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00069.jpg,77,class_077,test,passion flower
70,image_00070.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00070.jpg,77,class_077,test,passion flower
71,image_00071.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00071.jpg,77,class_077,test,passion flower
72,image_00072.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00072.jpg,77,class_077,test,passion flower
73,image_00073.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00073.jpg,77,class_077,test,passion flower
74,image_00074.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00074.jpg,77,class_077,test,passion flower
75,image_00075.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00075.jpg,77,class_077,test,passion flower
76,image_00076.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00076.jpg,77,class_077,test,passion flower
77,image_00077.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00077.jpg,77,class_077,test,passion flower
78,image_00078.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00078.jpg,77,class_077,test,passion flower
79,image_00079.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00079.jpg,77,class_077,train,passion flower
80,image_00080.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00080.jpg,77,class_077,test,passion flower
81,image_00081.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00081.jpg,77,class_077,test,passion flower
82,image_00082.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00082.jpg,77,class_077,val,passion flower
83,image_00083.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00083.jpg,77,class_077,val,passion flower
84,image_00084.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00084.jpg,77,class_077,test,passion flower
85,image_00085.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00085.jpg,77,class_077,test,passion flower
86,image_00086.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00086.jpg,77,class_077,test,passion flower
87,image_00087.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00087.jpg,77,class_077,test,passion flower
88,image_00088.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00088.jpg,77,class_077,test,passion flower
89,image_00089.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00089.jpg,77,class_077,test,passion flower
90,image_00090.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00090.jpg,77,class_077,test,passion flower
91,image_00091.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00091.jpg,77,class_077,test,passion flower
92,image_00092.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00092.jpg,77,class_077,test,passion flower
93,image_00093.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00093.jpg,77,class_077,test,passion flower
94,image_00094.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00094.jpg,77,class_077,val,passion flower
95,image_00095.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00095.jpg,77,class_077,test,passion flower
96,image_00096.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00096.jpg,77,class_077,test,passion flower
97,image_00097.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00097.jpg,77,class_077,test,passion flower
98,image_00098.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00098.jpg,77,class_077,test,passion flower
99,image_00099.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00099.jpg,77,class_077,test,passion flower
100,image_00100.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00100.jpg,77,class_077,test,passion flower
101,image_00101.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00101.jpg,77,class_077,test,passion flower
102,image_00102.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00102.jpg,77,class_077,test,passion flower
103,image_00103.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00103.jpg,77,class_077,test,passion flower
104,image_00104.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00104.jpg,77,class_077,test,passion flower
105,image_00105.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00105.jpg,77,class_077,test,passion flower
106,image_00106.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00106.jpg,77,class_077,test,passion flower
107,image_00107.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00107.jpg,77,class_077,test,passion flower
108,image_00108.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00108.jpg,77,class_077,test,passion flower
109,image_00109.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00109.jpg,77,class_077,test,passion flower
110,image_00110.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00110.jpg,77,class_077,test,passion flower
111,image_00111.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00111.jpg,77,class_077,test,passion flower
112,image_00112.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00112.jpg,77,class_077,test,passion flower
113,image_00113.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00113.jpg,77,class_077,test,passion flower
114,image_00114.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00114.jpg,77,class_077,test,passion flower
115,image_00115.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00115.jpg,77,class_077,test,passion flower
116,image_00116.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00116.jpg,77,class_077,train,passion flower
117,image_00117.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00117.jpg,77,class_077,test,passion flower
118,image_00118.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00118.jpg,77,class_077,train,passion flower
119,image_00119.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00119.jpg,77,class_077,test,passion flower
120,image_00120.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00120.jpg,77,class_077,test,passion flower
121,image_00121.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00121.jpg,77,class_077,test,passion flower
122,image_00122.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00122.jpg,77,class_077,test,passion flower
123,image_00123.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00123.jpg,77,class_077,test,passion flower
124,image_00124.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00124.jpg,77,class_077,test,passion flower
125,image_00125.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00125.jpg,77,class_077,test,passion flower
126,image_00126.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00126.jpg,77,class_077,train,passion flower
127,image_00127.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00127.jpg,77,class_077,test,passion flower
128,image_00128.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00128.jpg,77,class_077,test,passion flower
129,image_00129.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00129.jpg,77,class_077,test,passion flower
130,image_00130.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00130.jpg,77,class_077,test,passion flower
131,image_00131.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00131.jpg,77,class_077,test,passion flower
132,image_00132.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00132.jpg,77,class_077,test,passion flower
133,image_00133.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00133.jpg,77,class_077,test,passion flower
134,image_00134.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00134.jpg,77,class_077,test,passion flower
135,image_00135.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00135.jpg,77,class_077,test,passion flower
136,image_00136.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00136.jpg,77,class_077,test,passion flower
137,image_00137.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00137.jpg,77,class_077,test,passion flower
138,image_00138.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00138.jpg,77,class_077,test,passion flower
139,image_00139.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00139.jpg,77,class_077,test,passion flower
140,image_00140.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00140.jpg,77,class_077,test,passion flower
141,image_00141.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00141.jpg,77,class_077,test,passion flower
142,image_00142.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00142.jpg,77,class_077,test,passion flower
143,image_00143.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00143.jpg,77,class_077,test,passion flower
144,image_00144.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00144.jpg,77,class_077,train,passion flower
145,image_00145.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00145.jpg,77,class_077,test,passion flower
146,image_00146.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00146.jpg,77,class_077,test,passion flower
147,image_00147.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00147.jpg,77,class_077,test,passion flower
148,image_00148.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00148.jpg,77,class_077,test,passion flower
149,image_00149.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00149.jpg,77,class_077,test,passion flower
150,image_00150.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00150.jpg,77,class_077,test,passion flower
151,image_00151.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00151.jpg,77,class_077,test,passion flower
152,image_00152.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00152.jpg,77,class_077,test,passion flower
153,image_00153.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00153.jpg,77,class_077,test,passion flower
154,image_00154.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00154.jpg,77,class_077,test,passion flower
155,image_00155.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00155.jpg,77,class_077,test,passion flower
156,image_00156.jpg,\\pub.mme.dongguk.edu\home\2019113634\Documents\GitHub\2025-2-CSC4018-4-BMC-01\img\plants\image_00156.jpg,77,class_077,test,passion flower
